Entity,Field,RawDefinition,Position,SuggestedType,Required,UnitOrFormat,Sensitivity,Visibility,ForbiddenExposure,Validation,HistoryRule,Stage,P0,Source,Status
ConsumerAddress,districtCode,districtCode,7,String,YES,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerAddress,detail,detail,8,String,YES,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerAddress,lat,lat?,9,DateTime,NO,ISO-8601+明确时区,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerAddress,lng,lng?,10,Decimal,NO,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerAddress,tag,tag?,11,String,NO,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerAddress,isDefault,isDefault,12,Boolean,YES,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerInvoiceProfile,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerInvoiceProfile,consumerUserId,consumerUserId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerInvoiceProfile,profileType,profileType,3,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerInvoiceProfile,title,title,4,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerInvoiceProfile,taxNoEncrypted,taxNoEncrypted?,5,String,NO,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerInvoiceProfile,receiveEmailEncrypted,receiveEmailEncrypted?,6,String,NO,待M阶段冻结,PERSONAL_OR_SENSITIVE,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerInvoiceProfile,isDefault,isDefault,7,Boolean,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCart,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCart,consumerUserId,consumerUserId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCart,regionCode,regionCode,3,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCart,version,version,4,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCartItem,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCartItem,shoppingCartId,shoppingCartId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCartItem,productId,productId,3,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCartItem,skuId,skuId,4,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCartItem,quantity,quantity,5,Int,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCartItem,selected,selected,6,Boolean,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ShoppingCartItem,addedAt,addedAt,7,DateTime,YES,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,id,id,1,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,consumerUserId,consumerUserId,2,String/UUID,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,messageType,messageType,3,Enum/String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,title,title,4,String,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,businessType,businessType?,5,Enum/String,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,businessId,businessId?,6,String/UUID,NO,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,contentSnapshot,contentSnapshot,7,Json,YES,待M阶段冻结,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,readAt,readAt?,8,DateTime,NO,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
ConsumerMessage,expiresAt,expiresAt?,9,DateTime,NO,ISO-8601+明确时区,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,按实体version或审计日志保留变更证据,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
CompanyUser,id,id,1,UUID,YES,UUID v4 canonical lowercase text,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",按实体version或审计日志保留变更证据,M1,"P0-066,P0-067,P0-068,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
CompanyUser,companyId,companyId,2,UUID,YES,UUID v4 canonical lowercase text,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,server binds the unique Company; request body cannot override it,按实体version或审计日志保留变更证据,M1,"P0-066,P0-067,P0-068,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
CompanyUser,name,name,3,String,YES,UTF-8; 1..128 chars unless a narrower rule applies,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",按实体version或审计日志保留变更证据,M1,"P0-066,P0-067,P0-068,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
